metric,gain,dps,status,log_parameter_below_one,below_supplied_comparison_range,sensitivity_opposite_sign,r,L,peak,peak_time,gain_derivative,predicted_peak,predicted_time,predicted_gain_derivative,gamma,a_p,h_p,chi,j_p,d,stationarity_residual,curvature,singular_gap,bracket_lower,bracket_upper,spectral_propagator_relative_error,spectral_sensitivity_relative_error,height_error_pct,correction_error_pct,time_error_pct,sensitivity_error_pct,projection_error_pct,height_residual,time_residual,sensitivity_residual,R_G,R_t,R_D,correction_denominator,correction_ratio_to_gamma,correction_defined,derivative_relative_defined
normalized,10,110,stationary witness; not an interval-certified global extremum,True,True,True,10.0,0.2727588259396947582824343149313310792428091465996938654100766291862293052609884132417270774467935576,1.121619441869011277503496431797682573357576236363389303709053655714931418610760841380119745298366996,0.1057929986991511714924902965395010276102225250769565312531922480261249050685378045375608129163798326,0.008949409753436440514192392933754586064611114833920883708032348165235214332087312962806250832493833539,1.553110534695153718960331693554042584301216579987048983330771174080935948143887648998642226634303657,0.02727588259396947582824343149313310792428091465996938654100766291862293052609884132417270774467935576,-0.06978058328228390188578438815705828851311464150955909769392406747319361162989670765613458600010175188,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,3.982007282914695492418710030698916654470464178242386930032616952859615579355137898902962453294924156e-103,-25.81908286193901944501428637011910462037191452666999203727196993463194642225884976147059197788882519,0.4038256542077660848774236510332889896611668370443319703106059666328093517919201305312818865833474556,0.00005,1.772758825939694758282434314931331079242809146599693865410076629186229305260988413241727077446793558,2.279021475583765481280294103718993215878493527996730864255422865080127157602070002202297465169850808e-111,2.011509449709091270907783926276539840432302791377769760932486005179677736864790665497850931323659032e-110,38.4703649668489146131128773211660273635235037225148551156511909506242112675348339152724889656418309,448.8540440050090010072331019925685669638728117178692913320673298059479553002229248875577368223454703,74.21768649215127744063693273797094800269471022820580602390950665448193120861548667463129845805422785,879.7227437875351904621081778950477249168379539972788336677097181931329687931822364051915412021936825,47.04116108212678060675661809944285175473440468609710562262430686406257108884721498349768840013346476,-0.4314910928261424414568352617563600109436403436236596796217175183660045295331268076185224813359366606,0.07851711610518169566424686504636791968594161041698714471218458510750197454243896321338810517170047682,0.07872999303572034239997678109081287457772575634347998140195641563842882596198402061894083683259558542,-579.9815927431983663497092342802394850190487485176053456504971606429078966643100221512121229388611905,28.78627880680984111589698764464134239611111001361710155507641316951155513346331130164126655904200357,1058.236137817941803658795674860579691650678518716236542089980691516862745053151067800296126183706415,0.09613171555191050096823224883558822575766311016239919042868225515704579039116098843650323368997006201,0.05828841429299396092966981590196362077365873965585810018851705309252269838760851247573701580509802041,True,True
normalized,25,110,stationary witness; not an interval-certified global extremum,False,True,False,25.0,1.189049557813849823465961526699342150692910366507956333202044511167014670998951462265997628543554481,1.247369737084083840824142815233772633904495383721035318807576130899187199589178896463685534667023065,0.06585726080649523753278136493989967279605099660359952459539475367852146722070783460984276392440055218,0.006551549193506631875506200159116791505308314569090335343644121401152744077209469319391303862999505171,1.319798517121231368015465744525414554969185954933103089253262735436524429076892718636634463443410044,0.04756198231255399293863846106797368602771641466031825332808178044668058683995805849063990514174217923,0.0004747485510373217593067098280699124293667970045259607023608608738345818712841877119748543761787457033,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,2.758213898771239211794213013126707162333321956159745036002513078005789348321789439546684846214903709e-111,-107.4730664621114038885503644453637169418736513553188035752853150032893187421778142227546526381715382,0.4219199871628656282866454432854528332506048266192222499143824485121904510009979336464611547038361582,0.6890495578138498234659615266993421506929103665079563332020445111670146709989514622659976285435544809,1.689049557813849823465961526699342150692910366507956333202044511167014670998951462265997628543554481,4.163214080849820692125679445284862022640361335194084368810866039972823673310230267446834261722653224e-111,1.496975356697607472601426427613325712530438803368460134864681031124493673856995929290040312081231891e-110,5.806520543496653847399542176879024875560930456644173605241772060554517707863290199246047649149869765,21.98517463055912948740640516841171182610294681533583928315976959350778226022892202195777243755344002,27.78019958603691978022423381323610090205173273024853546782093936760689755534701279680912746601858238,92.75364441271609006311242040810014101673992213814638427067840586097158772018590213817801742262249127,32.21759364648515510243947825046931582716667525010720752730619567846003582035643781208428980312929985,-0.07242878003714752719132292929164192106469057121206777044568660453733722948771382217294892877638697897,0.01829527849394124459414290387192598676833458194328127126731297323184088038074977611920285878265837294,0.006076800642469310116199490331046879075941517564564374641283260527318162205925281607416449486820759468,-32.01778441242193730511961975366102747784153954412397348985135760563715136774909338877967217106255344,9.616545402646202821841931727312371733943018410690001967423243933867579693945273337957571244942325089,67.15759011406099734078310829243086463997323931241564645130911130436681055884272944549325026127818316,0.3294437331258328519130981978642162550896937352163450845061906938014573094581559187985109968808636749,0.1997546043199418620397657243477419988119481028586319199199997064184254241994697781512473682541596836,True,True
normalized,30,110,stationary witness; not an interval-certified global extremum,False,True,False,30.0,1.371371114607804449677679551853856783890299704422443317144770962823723598479597380115342832260525646,1.27740132079433742999229254340073049347928987952226766967832402158355448220076188399845243154507418,0.05940014536412056864106478276937250946639749446830847740440807423015201217057475425410260505352683593,0.005502142373503033669190991989438678406248097047618243764980382396709866066141053875863557258636485354,1.326455162703250178994227076781043002357571822321954095071123057867463395914299992080448738611198146,0.04571237048692681498925598506179522612967665681408144390482569876079078661598657933717809440868418821,0.001938041269518806699743716293551025691279045313605467429967424269139701346356865234069345238313768197,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,6.969269153772231651168585314505861973692861389127178088739628791105102607357571341981013847430737665e-105,-139.3661575092332285816980577733676147743105751254224477518476327752787594630967053856758473965017663,0.4345419003693662784499135126082719664258126649648730105495435452867549999967541915590091888460568642,0.8713711146078044496776795518538567838902997044224433171447709628237235984795973801153428322605256464,1.871371114607804449677679551853856783890299704422443317144770962823723598479597380115342832260525646,6.95991987219486686143594421673954950169314131500183065124746652618084340532279875824070292343587818e-111,2.523505680523503904484665791957119284113097524415889649255307924020936218946215837239404810392905204e-110,3.840127696001533594242231943423072550054277266129246999930931933026250934544118799404566555292138905,15.19696536877558473415768258710609125620257712631073950276318860800728992458434749185457631683059694,23.04333565732580084187479407186800521303983204637320893425631360224005295336077754308870015730176603,64.7766063115353491042961735801504886376878858990966905575492294446587109847237668318940269912965035,29.10917057933694263477775289225802200297254562713019649083745217458334044017034569388078288195251441,-0.04905384190891274900193453338031250887828194279968642539279903628390891371353810808199630706612396546,0.01368777487719375365180879770757728333672083765422703349958237546936122555458817491692451064484264772,0.003564101103984226969447275695887652714969051734012776335012958127570164719784188641794212020322717157,-23.47499677656864568400645128720977994375489587647506537624708432469515614256455128722585826519622222,8.982978610423380928711298724134113465240685107865052717209632856960083300188539941981772939598784474,51.16862941097751685928725018297649014586367090784478143089330780088725985227414490917092375401080133,0.3227870875438140409343368656085878077013078678274940786883303713705183426207486453546967217130755729,0.1957184200777411700143982828533388975152742662956031934807318293742217666689331135716320760020423962,True,True
normalized,50,110,stationary witness; not an interval-certified global extremum,False,True,False,50.0,1.882196738373795132883193648157518718768410500868211587322724520660408292968646177871860955539973168,1.359588321772659956521402486939033142701088741628119006352026638018605070449010309211392380011711271,0.04365195957063829853833107729398975814685131596754712841927120033148167395958121582689002551598472711,0.003073697474844059270156549199303134978423721639284711357503759446231971092705817864694628848830575765,1.374457269044821230160723528348189880236185263819362331931994882305639034507531552244098293675272189,0.03764393476747590265766387296315037437536821001736423174645449041320816585937292355743721911079946337,0.002319949430545861716052503759204134152898650425569756167077479219090926453789829443829546958216080271,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,3.027189017519788225521531681375453677283142138572245047817193852958886065814045619255196235647856993e-111,-276.1611409759877713878548130120068826158716434119590389815183666636053699170172684563239195079640102,0.4747983479968041107404017445575144098952664780208030264748513693545678679860038053919754477143896835,1.382196738373795132883193648157518718768410500868211587322724520660408292968646177871860955539973168,2.382196738373795132883193648157518718768410500868211587322724520660408292968646177871860955539973168,1.977322948151976084912692480820461153413315784535173797553222279351443558469415158562270325904634848e-111,7.398242360693582687027633288131261308397423790699961609516601108854600991072544963780740773886076449e-111,1.09363599510584397223825666734964973981278413207432231169018715897648840291603818665646793467491505,5.411120799654498276290548088537497560267921032019824903174108160613138941931527542243411241431093357,13.76347101540794322318262411767614879992232626549582158028436368834647339934286588565816384007920598,24.52251890327749802565766682857772586047076647082994118210139568113198283146157299691194508398218984,21.3045319554339328620356198796275297000318950102714059801229708285684885880812500435235963777250903,-0.0148689472721612736393210414091567375350965221912433255799682442870339640585212430327059136635609177,0.006008024803162395880667204330839383771483105950182896672816709918273508100208292269452806405185263738,0.0007537480442981975541040454400990008255250712137149551904262802271410446389159884208650818906144954945,-10.49277105704730952867861655113455486645028590735383103598565634925772375224673281650147705816542123,7.980070149777869989919504830956956870097281526336038495590267504821029422836713506562795547880622423,26.59537867326280060378349239398863251316896417451478909023717665167264429728453435277431727116565936,0.2747849812022429897678404140414409298226944263300858418274585469323427040275170851910471666490015297,0.1666128679162075259265652106119373015416152271560940239613862541232278189591427058804672695634792224,True,True
normalized,75,110,stationary witness; not an interval-certified global extremum,False,True,False,75.0,2.28766184648195951486120676362186785534040092433070578493673884480450896421756042913961338335728657,1.418357087080256265266695294529121600635211274057215216810320215361241913741746250701435692121634706,0.03358852663589188027454270744771278771605099903085397752434822947854752608268606777446370107445303922,0.001804866349857966225684502685082403338975479246284910765238515377604419638957594200055830315782832861,1.423130399594515719712894096702868698716147045967988739505882016776894737052852004818630203837418273,0.03050215795309279353148275684829157140453867899107607713248985126406011952290080572186151177809715426,0.001603380144923314189851462599545857287434107210849698825837978068567414407869060763779582808818539134,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,1.176106358160058725183658806791754778019475416562667198305355952071654078506707960825331099449336813e-111,-457.206375936250592679898022601347715643406920224962325199843133551164700922378041729214212909097233,0.5070631392860605780761813533184192387866428973111374106383821323642411011606741889118775102100095325,1.78766184648195951486120676362186785534040092433070578493673884480450896421756042913961338335728657,2.78766184648195951486120676362186785534040092433070578493673884480450896421756042913961338335728657,2.790826606355655836797712194262100816900494069161161764307900808012079490844149750877684522590543844e-111,1.349919435317056804102414561196720274699992079481891171277426444358549601480853038889340108451905628e-110,0.3365381368161317973089560556173932331947301194682162327594490881575016051492395604945432762188884477,2.111040399025478754612439981248874401615817647556416954430903459298959164379179672492900075546916698,9.188758757584408156418498128757534463248396108747573306222207124715076467676672168909721288954213891,11.16349722795308208231084617276299941760509224876979507770344011155501844169163729024909283383402505,16.27835227601915998169081520074304172501294861129865124856152303382575026010739253221583358625050451,-0.004773312514259454446198802173747098080935771910773522695561801415652823311105754117194511715783566587,0.003086368682799086743059950599421216311512320039777900391858378214487406559785262052602189296355884954,0.0002014862049346520358330400855365460515413720354352119394005373090370052310885334362762475069642937263,-5.130488726442451931892187992718005814594553777923917051136737102863579259348155469467537342267566159,7.588894253511680561969180433338854344964494447627289417681197693045174308426036874286905411430934825,16.24222224916401482677035084180296866940078550157704012939983799450048309837901219773929471784485476,0.2261118506525485002156698456867621113427326441814594342535714124610870014821966326165152564868554458,0.1371004475653445605617252458036544091736045755170041706738236934768274882823820364823036843781904503,True,True
normalized,100,110,stationary witness; not an interval-certified global extremum,False,True,False,100.0,2.575343918933740442300425769615695286843910635228466841443404530153801914938340893477724282536391856,1.455161227782789284300581560940694519346792286141622771101315956162121261837114197902459452505203878,0.02766433194950199344554149798243494278276536875190069937562224943214269237860972176852694992334951619,0.001203715545735066715070277335265189824606055513982161238582686992771304962638444185359938578671735836,1.456818202326279443138998077814243944008608697623448603058542555756003361872070531943726042895488108,0.02575343918933740442300425769615695286843910635228466841443404530153801914938340893477724282536391856,0.001130302930833098248069582515347697549613900400002005539641185804930801859939652989916345080596868529,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,1.499247317579671056138601210709640756219453397029660390793858991012088076536632996301025882363603079e-111,-643.377661493261745394773775474232521546500330500275979022423828049831114480481268931610388145470448,0.5283125559916308358616987752225162157199781817599386951495727498407384212564005174051276700218681794,2.075343918933740442300425769615695286843910635228466841443404530153801914938340893477724282536391856,3.075343918933740442300425769615695286843910635228466841443404530153801914938340893477724282536391856,3.151116390712205204590337616895418416882886914160108977694334097649716249645047526242810657535150695e-111,8.09634526182075608377298693993879138525129665635748837464182712537807896809894355783013193349512011e-111,0.1138687941826810452387215556660011711361551328923493178721957863082718262812899103169571382620400893,0.8611057512792193631485375921011511801063215563032899881187335608410513849768431083514098249808511176,6.907424201143553903181052622484797076611011904886950968825183728793574909051063533459408404171466422,6.098834160784886023668444181833325020233328978638973288140800320170164151981252148708240489241853407,13.33742397466112598343704870886699518877116609472796904901401348962494017042438406124340376025415241,-0.001656974543490158838416516873549424661816411481825831957226599593882100034956334041266590390284229712,0.001910892760164589022537240286277989914326262399616030961188204130604673229226312833749707097985597627,0.00007341261490196846700069481991749227499215511398015569894150118784050310269879119544359349807486730711,-2.498304486559471043732533592901208752908775301958305982317095841454900308291711532259374562606363125,7.419951743593719587420707261715391193431566447932699070383680601599533715079618105719135582543048538,11.06879196787972870408894891292348355165233959728576839250294542448020132585967919291035735777159823,0.192424047920784776789565864575386866050270992525999570700910873481978376662978105491419417428785611,0.1166742168362220604166237795250018018386282014414360439813863275186214629092752613426554274999393015,True,True
normalized,125,110,stationary witness; not an interval-certified global extremum,False,True,False,125.0,2.798487470247950198066720859925529790218511720776474055114692402641193658706609226896131506636734092,1.480696934057578609231418395594700588255193699824989028054124735860307462599665931185705681906894258,0.02370039966978196817534463388421491751514701641787751257583161552121171320530241168203667224099576272,0.0008680977000916094066844845009114448235157377754051989281268624238076050584116939606734711863661075652,1.481130048385153293716266717107058245172476221387136755361526452117316858263703498673944652983697977,0.02238789976198360158453376687940423832174809376621179244091753922112954926965287381516905205309387273,0.0008367775839354477170096890788006310081223896539333776400679451418363706218890791484909830387623738835,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,3.027189017519788225521531681375453677283142138572245047817193852958886065814045619255196235647856993e-111,-832.3587985197093060017693931487716880932581829937053857583229591399422228286427642292648379392347645,0.5434423473995299649315328263104699399179267851423182420606767909994947960351307012322003709282389681,2.298487470247950198066720859925529790218511720776474055114692402641193658706609226896131506636734092,3.298487470247950198066720859925529790218511720776474055114692402641193658706609226896131506636734092,2.721828860558048503118367436864772296887240929054884413647777298891209785265380636958349176041258915e-111,1.496866332635699145035822528833456722175136622137790304587091518815727678038597280188055765900458133e-110,0.02925070739410623608007305267297552345013593023179054826800555622352242455611636952684088693601990123,0.2576340817488364123008410257714047300736034815513426424686908573639964159662640546762840092583776366,5.53788090532416297263220956239118371276408367173840432492476597753678863661096398784298652279656071,3.60790221571333639764557197877042167729772526704041213493214493609487974703367497300800394594415674,11.38283684613420909197749581644854308915954385311818819163745457493577721120875856878149536936314823,-0.0004331143275746844848483215123576569172825215621477273074017162570093956640375674882389710768037188341,0.001312499907798366590810867004810679193398922651665720134914076300082163935649537866867620187901889987,0.0000313201161561616896747954221108138153933481214718212880589172819712344365226148121824881476037336817,-0.8641235538179548333207851118775470185146412678132378445549407836539642537789620685876661449535034459,7.328176837444426750678821250201599274929791130024263165997912952894012859380870451437639481412179803,7.811000570682661751762719903340253037107069338590337740548216804825299339993685228826773743346837211,0.1681122018619109262122972252825725648864034687623114183979269771206648802713451387612008073405757419,0.1019329948870318659042056438421662307171430122616953455534730786855743965525423569843774202118157841,True,True
normalized,140,110,stationary witness; not an interval-certified global extremum,False,True,False,140.0,2.911816155554953372805019179832687376955394010541810307990146788617202789982752396635248903031083772,1.492656500645854270883542248474879358950164067135443260225288151098014077006138622784225814933892205,0.02188191030488655622709961683898599411615398808371049981051273092864248870897480374913615101008594593,0.0007325848510976935002487542578811669660817134763002561428708427620374827171748427024430175592618722218,1.492715220115131207368922845623999133494631300131314484353106322619204732672442881299457640551723395,0.0207986868253925240914644227130906241211099572181557879142153342044085913570196599759660635930791698,0.00071298003748587380408617307362891446990340200765095994098006967488464090580936353107233693016567191,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,2.037075967438020952052263123653144868180198687968998824993372854291070775474850164937692228262910838e-111,-946.6409762654072423446682845938448162158558514521907823910206384459806390718247853861629083608619509,0.5506256513467019016637842378318597537031228179265700669517534216484490720306620322630702284523505869,2.411816155554953372805019179832687376955394010541810307990146788617202789982752396635248903031083772,3.411816155554953372805019179832687376955394010541810307990146788617202789982752396635248903031083772,1.484203231710227517882386544797738239561194478486293208966885057108887534945081144496198166097888577e-111,2.217194053969606389024770473299905788112821667128846837639639903840109036776801525902224568343247622e-110,0.003933890299042632171055896471955865614085482386609239674189910194615659204026828897632082866057962355,0.03751394837520599679117360383153002659857722140753905188063546564059941500234564176465613426771262007,4.950314960628150512369001400369700031058810773671231760603604792011100155226771344156470458158174514,2.676115071509348707312983801612155545541519106005443797937407125559787596858585023890952867973078345,10.49040750725014121643920854688358910076579075200632822000616335110956482521065659219948862197281894,-0.00005871946927693648538059714911977454446723299587122412781817152119065566630425851523182561783119091663,0.001083223479494032135635194125895369995044030865554711896297396724233897351955143773170087417006776125,0.00001960481361181969616258118425225249617831146864929620189077308715284181136547917137068062909620031179,-0.1357407643721806700071872687989534675277733122845669578865475587563554547507092754163140082858082442,7.291387595875416701810991296839022319686995268575088506074789954837075308652444429323512435400493567,6.344814394504226061402880188005238113406650394074418907929369625310889785387835673275025309344690435,0.1565270301319330125596410967656316765642483900181336894063471066187770058626057561356878197725503232,0.09490845272032324525015499798545267617262098420067061240783004249700934744918219350947274662660136598,True,True
normalized,150,110,stationary witness; not an interval-certified global extremum,False,True,False,150.0,2.980809027041904824278438885080044423415901058690961039057418854297902586187255144745476710353705257,1.499609012931654157909856378323194714992026776332765430400965973798321554065367530754666580664561004,0.02083541675778679719981191070417882342815604442853879760970172909461158972773260233316442409509882015,0.0006599211145071567881474091389689272586932218994633934371433072109396393874795069230712159123314270288,1.499498620041014448550298581176472153628230848484747356774546656330233554694470612529623942677989432,0.01987206018027936549518959256720029615610600705793974026038279236198601724124836763163651140235803505,0.0006454297354293320225990685723516483269204102665388987055136349616565514892971299149266549648903452108,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,4.497741952739013168415803632128922268658360191088981172381576973036264229609898988903077647090809237e-111,-1023.113691197315863022122547375808281532102073508476324703845358804083040850762002578414569268118508,0.5548283429516765649768955963579260587427990381411449441849799487529158116218039255444692033240792542,2.480809027041904824278438885080044423415901058690961039057418854297902586187255144745476710353705257,3.480809027041904824278438885080044423415901058690961039057418854297902586187255144745476710353705257,2.697982537543219335585061847194225977716204193797086466854938625664147500837603862421513265904692745e-111,9.84531478187397984739443455338633797098063180668118754727940079815621245382596781581386706870316795e-111,0.007361444862477670440558970263665986106134672496564111837089038141750961164722026780090252985276283697,0.07372125978768303687315391874286193938103583703952942565129898420074764301670590002344159253338893368,4.623649186894221922429810224735953677536337242029288167242222631643739970225212233391251818405712454,2.195925961339672785907432686652109358037101252382185992776298860836525879644804360721572645955910675,9.978150039448296693331923873816849763653424783583695110709526377802135458968945559329108765362347016,0.0001103928906397093595577971467225613637959278480180736264193174680879993708969182250426379865715723608,0.0009633565775074317046223181369785272720500373705990573493189367326255724864842347015279126927407850982,0.00001449137907782476554834056661727893177281163292449473162967224928308789818237700814456094744108181803,0.279547310354798871069544710029891046764991571458964475492747530698344893388075997263131827278567903,7.271691274844121172517758195058615992192269497321571562069305990567475793786602534131145559550881339,5.504465941234072571578599224354303259195542481078185434900066923680630986545593643995093789595334416,0.149743630206049771378265361213158656430648841664700816984906772907748183840578024905521517646284287,0.09079541236808447858309007238118263863201601300076144000404064704308544642766029050943303733456168536,True,True
normalized,160,110,stationary witness; not an interval-certified global extremum,False,True,False,160.0,3.045347548179475995951362800764037351544809684040714881892796667159803793139767275665180385432468308,1.505890805750611522247195635998767454365453494887528162262653245281542260794701000516566441750128952,0.01989646036247909525898229673787978480262607890281509757022870280142709458371618324954224230278688699,0.0005980444520304066436813964134241160383159883927271815762455329169635925884758345232040014202000760745,1.505655124725911608853935282950740543101716297361906599889706788251148815012552168418124422957938474,0.01903342217612172497469601750477523344715506052525446801182997916974877370712354547290737740895292692,0.0005872876796733172880343681330531535782913299841182324275578216116798222147147716559665966813165532524,1.649242250247064219928563942389630810058879690149448173759453429237981738535048637435145460324273719,7.939375483747495198260761304061711108888095252579901673679229298889819066901280649978490936909875808,9.143593063869753101662773621777806108708788870387381786872263865039986991584019651662497625621341058,1.042903187656231786131297787099325365184291568770974580465536727312253158191280756025165511675643675,-2.607257969140579465328244467748313412960728921927436451163841818280632895478201890062913779189109188,1.0,5.953584676157569443600602811373191036779190980656902204793656805759385170597855278248190066930428825e-111,-1099.779412032578112976900762958478852730744243616216078412268776693948439453942767797068190589820739,0.5586419585170636191279706993843126411618470930431131017688009750332857190646170768521884591089782097,2.545347548179475995951362800764037351544809684040714881892796667159803793139767275665180385432468308,3.545347548179475995951362800764037351544809684040714881892796667159803793139767275665180385432468308,1.294729842357088242437120970624360195306642915505461930400290247139394002005112443214664721224847922e-111,1.222195518519322561431106628725687312653990137744397296027206982589212627001946554465968793323617065e-110,0.01565060519659910848272041707253422789916302193757146383074779555094635521440508628937403046822480728,0.1641379920689295518854213325285843762922587821906258812846803764816645773956878678759046580616629036,4.337646850918742447381519051969518019924027893275467177921271884200855640480124280609831389105963189,1.798657661745592821045543550451827357443783188882135503436883644981314301970132865692073696680219779,9.519378426976924556104562066557016058527745698889690765150792737174909037558660927796252460884567791,0.0002356810246999133932603530480269112637371975256215623729464570303934457821488320984420187921904773485,0.0008630381863573702842862792331045513554710183775606295583987236316783208765926377766348648938339600693,0.00001075677235708935564702828037096246002465840860894914868771130528377037376106286723740473888352282214,0.6505652419934559671260015359520602508779758274148509705923015215811687587247956029211790013550150509,7.25492812272164143392796457428011957604468148224845533063284384326322618074203452465131372941905895,4.750815876140189561503179162571698959688991910606287716067205956503065927047441826493407744822449321,0.1435871255211526110746286594388902669571633927875415738697466409868329235224964690170210373663352442,0.08706248308860786619145729904145560396790514088696371126351531696080155222348530303578804528331785204,True,True
