time,fast_time,norm_witness
0.0,0.00,1.0
2e-10,1.000E-8,1.0000000027705371
2.2995801872527835e-10,1.1497900936263917500E-8,1.000000003185536
2.6440345188027733e-10,1.3220172594013866500E-8,1.000000003662698
3.040084696925652e-10,1.520042348462826000E-8,1.0000000042113342
3.495459268310306e-10,1.747729634155153000E-8,1.00000000484215
4.0190444393777455e-10,2.0095222196888727500E-8,1.000000005567456
4.6210574822407477e-10,2.3105287411203738500E-8,1.0000000064014058
5.313246115158528e-10,2.656623057579264000E-8,1.000000007360273
6.109117748208185e-10,3.054558874104092500E-8,1.0000000084627694
7.02420306768694e-10,3.51210153384347000E-8,1.0000000097304083
8.076359102846555e-10,4.038179551423277500E-8,1.0000000111879273
9.286117689022301e-10,4.643058844511150500E-8,1.0000000128637678
1.0677086127086642e-09,5.338543063543321000E-8,1.0000000147906325
1.2276407857719998e-09,6.138203928859999000E-8,1.000000017006123
1.4115292140123647e-09,7.057646070061823500E-8,1.0000000195534717
1.6229623071356573e-09,8.114811535678286500E-8,1.000000022482388
1.866065983073612e-09,9.33032991536806000E-8,1.0000000258500272
2.145584181391233e-09,1.072792090695616500E-7,1.0000000297221052
2.4669714368051307e-09,1.2334857184025653500E-7,1.0000000341741824
2.8364993192978053e-09,1.4182496596489026500E-7,1.0000000392931367
3.2613788179066196e-09,1.6306894089533098000E-7,1.000000045178859
3.749901056391983e-09,1.874950528195991500E-7,1.0000000519462047
4.311599086718643e-09,2.155799543359321500E-7,1.0000000597272316
4.957433917597693e-09,2.478716958798846500E-7,1.0000000686737798
5.700008408261302e-09,2.850004204130651000E-7,1.0000000789604317
6.5538132014059816e-09,3.2769066007029908000E-7,1.0000000907879232
7.535509494454434e-09,3.767754747227217000E-7,1.0000001043870552
8.664254167151327e-09,4.332127083575663500E-7,1.000000120023203
9.962073610051778e-09,4.981036805025889000E-7,1.000000138001491
1.1454293548814441e-08,5.727146774407220500E-7,1.0000001586727485
1.317003325191553e-08,6.58501662595776500E-7,1.0000001824403568
1.5142773765782648e-08,7.571386882891324000E-7,1.0000002097681178
1.74110112659225e-08,8.7055056329612500E-7,1.0000002411893079
2.001900827357519e-08,0.000001000950413678759500,1.0000002773170815
2.301765739718148e-08,0.000001150882869859074000,1.0000003188564401
2.64654744537655e-08,0.00000132327372268827500,1.000000366617985
3.042974035006185e-08,0.000001521487017503092500,1.0000004215337384
3.49878140061244e-08,0.00000174939070030622000,1.0000004846753323
4.0228641941884554e-08,0.0000020114320970942277000,1.0000005572749155
4.625449398482203e-08,0.000002312724699241101500,1.0000006407492041
5.318295896944989e-08,0.000002659147948472494500,1.000000736727123
6.114923937281233e-08,0.000003057461968640616500,1.0000008470815942
7.030878966364853e-08,0.000003515439483182426500,1.0000009739660871
8.084034985012472e-08,0.000004042017492506236000,1.0000011198566405
9.294943342296498e-08,0.000004647471671148249000,1.0000012876001796
1.0687233775791096e-07,0.000005343616887895548000,1.0000014804700736
1.2288075523673955e-07,0.000006144037761836977500,1.0000017022300134
1.4128707506853248e-07,0.000007064353753426624000,1.000001957207456
1.62450479271247e-07,0.0000081225239635623500,1.0000022503780739
1.8678395177093926e-07,0.000009339197588546963000,1.0000025874628522
2.147623373946157e-07,0.00001073811686973078500,1.000002975039732
2.469316080203779e-07,0.00001234658040101889500,1.000003420671974
2.8391951670506573e-07,0.000014195975835253286500,1.0000039330557564
3.2644784769467675e-07,0.000016322392384733837500,1.0000045221898788
3.7534650136499645e-07,0.000018767325068249822500,1.0000051995708847
4.315696889467978e-07,0.00002157848444733989000,1.000005978417423
4.962145530604504e-07,0.00002481072765302252000,1.0000068739282055
5.705425774221533e-07,0.00002852712887110766500,1.000007903578624
6.560042035120605e-07,0.00003280021017560302500,1.0000090874617846
7.542671345754385e-07,0.00003771335672877192500,1.0000104486806465
8.672488792828035e-07,0.00004336244396414017500,1.0000120137988993
9.971541701079579e-07,0.00004985770850539789500,1.000013813359388
1.1465179866083759e-06,0.00005732589933041879500,1.0000158824802126
1.318255023166784e-06,0.0000659127511583392000,1.0000182615401285
1.5157165665103976e-06,0.00007578582832551988000,1.0000209969666454
1.7427558929190629e-06,0.00008713779464595314500,1.0000241421422
2.003803461287355e-06,0.0001001901730643677500,1.0000277584461161
2.3039533693624713e-06,0.00011519766846812356500,1.0000319164526887
2.649062760270116e-06,0.0001324531380135058000,1.0000366973088102
3.0458661191531643e-06,0.00015229330595765821500,1.0000421943180475
3.5021066903145713e-06,0.00017510533451572856500,1.00004851476213
4.026687579346403e-06,0.0002013343789673201500,1.000055781995452
4.62984548886092e-06,0.000231492274443046000,1.000064137853539
5.3233504781131245e-06,0.00026616752390565622500,1.0000737454225817
6.120735644635786e-06,0.0003060367822317893000,1.0000847922242193
7.037561209908174e-06,0.0003518780604954087000,1.0000974938778955
8.091718162441781e-06,0.0004045859081220890500,1.0001120983125031
9.30377738359229e-06,0.000465188869179614500,1.0001288906098074
1.0697391068959685e-05,0.0005348695534479842500,1.0001481985745828
1.2299754278737282e-05,0.0006149877139368641000,1.000170399140713
