gain,height_error_pct,correction_error_pct,time_error_pct,sensitivity_error_pct,projection_error_pct,R_G,R_t,R_D
175,0.02416053653325121437150812084080470316778983040031885300815778452458842233088245126901014789062540748,0.2703118633485579809849325228116543895349154836350283355370121896301525410614815821788621577102038385,3.969660152280542124075164228705225496105908332729390165877476911213415344862378518182437170293371555,1.320571845087771017293343935972386033170449516740493438184070026058844261298167109372563237561641006,8.913862469174427195156769516036017879279110762109831966471329372049286855533045075249493460322870084,1.140039863120318867938971419337721130871760466331744467608483717391388740817936633844893653747757331,7.234073395457138755717370282112017310810718406438149496623316911490980821784807314308080744358417052,3.752153384222444115461059469653099092013754997177777607493031235303257188653201119809181479091421771
200,0.0318452913899345817280522473404139709743923724701029351313382791971775554731246800901318718844775627,0.3927648159092291506982552830626694518083842625577485284722167785478597988848857053035926357938772902,3.478455168655494744094565631153309733741128348332694314814207931117287268895506551830939884906856647,0.7435375331633777378109157181237918190775127511016939685794888215656265234786782060316213179262341643,8.076134369724686165680929450687724623161753950072904593032187386507408792210000864578593935539300549,1.819555280347316273500439466350587847296913553627425868105179258444731218284860037115310111803751301,7.207624317935486777484651689988464547259781570142247109526117768117331978709127445008739962066894648,2.356940541692071695152984483001818886721634883233359099375292395944757712212196264905443866002770781
300,0.0345564312456107826204361060134294598356133560402875640592847660577652694368804434509481402359886507,0.5770415500576703287258738117137096216299099056147210147429270294638971715242906002302691499334580492,2.329006804894108796545130010707730874574612835585967273582643176276640400171028223800212336336754093,0.2985240444755360694641788705656997483693349113901100591825328760813272290486997058806702123457195493,5.953995215019231879076359107530251370980382642991246421510709109658807177874176394669369804121779403,3.58649771567708461513450221052457774069290923330122123036058126455299805654517192676792301772868442,7.153628919002773867392700048373624285259202497711936135551670099052440326382163319869588770241682024,-1.324700338139434939044218738769090206718569989231792471739987094930571635822941864976728140234056317
400,0.0288557521022149792739401038620703965400888053482959917521812368937057164841814551094794849307465567,0.6006351886597545229822343004221961597061442132438929723408973837237162372797189073018094473883519765,1.751883752380840141894337904844900062853628660538060424675109287338105193242368785040139632564159412,0.6266825254700837374862493540636994317172944101000121336750760847979973940123814600913101300769616635,4.775350302924819589422170860112791952324228147331337162626068903322299400066997831185530491974526599,4.630501961865509799667030246738190740977716411778304057313495732289170446094250284333421675234441984,7.132487906294258036490510649556553409047418088632691267183841116857704607260118259276150520876512166,-3.541045601169544034509326945537242276889835148814914352186679516429121361115137583214116696422505057
600,0.01955720876931432638397868838469543492894335196588531091749320572772528302636188469499276492917861476,0.5588008003384030415660128416773201638855009614200828129118011093538707221155066709040401401875925362,1.17243989724117331998931751095957335095976644417888673702461208094129166722022808368369846013335774,0.7838757909367291777413367493237303286140740610377947840762857405708144770379718235033976979489402991,3.480296183972914398519008824454908863709938740052302465500447543773133816596689084032367286652179402,5.883682299628354692399163141577415750712219453762093338804791488399960632218492711612450744930433287,7.118094766411888805106390367130922088826692127912541470176625309931620470116133974345924852768016336,-6.246625432725935390367887241600939325791673070786554139872012743804807536809188110034293321314708097
1000,0.01061132120425122720424409889522553673958246527920149562696636375225035450737434723184675323692753354,0.4558285839942029308686390565741326842270469860476188829701244652888275503374747163309448526245649995,0.7065389071707995563528796000186354848033327637318592512474462294399831606717217096495858610182403492,0.7389361156548538530001497374673704365781631466690480857243819522088838399979148627068389689218461062,2.317307895986871278309123350356048089835196279037175272900924796467777330618254344148890537263740961,7.18842683076965115484841094769730307000396720675133811107599117750904655048522968990001848551145477,7.115664006416879315059447676262145584209897630235866241066437364534456877001072613558053220637207686,-9.120049432183952317929113956351951822081243237232293559838199931703911260522856220616061705461284535
3000,0.002257726966188173644408477074540451400476485151788146620144295605517652823073940682406527959625638162,0.2392965088730515846718736974184242817575452660397461569907649359200994972034739979756904527947034945,0.2373059209143332274212127773251031580938886298403251510927284319755081867232577450121296765733860288,0.43351154623972282123535777709747629812814903351736563167124808802847952700132309881782957007996266,0.9412273981703064250402076911658056904683131416876505229790345225303372351554692060846971657890776947,9.294583864228026549125039357689411711381524098427022775547069472931954444901354042710216795682268027,7.13611204383309359221261751497154751419364737052069375551719335872684530139113211509044368266164925,-13.88720690926783367055800128800661447429705053466032776111928518644167364969322082288548395465890028
10000,0.0003422084051986643185201671566552734300058427170355363435231968127527130371892498915626645569224462384,0.1007940217083206388301942524641815313391105550342185345353310406329670750720929983419843218383256443,0.07162552362068695491575733270245658983609868831025786454834359591650449417332839219219930135937607213,0.1904909264732874527121970287053948848886830336824373829503221131090694647777347840456657553713695231,0.3391703930355420429959556420056881768681681555468692866826665669777460522768190044259652160583958094,10.90921595836750519547275398788484791904719134038132842679402890517113892081543225590085282370325853,7.167686254880241471106407588166221780954775499842699777728802712001838219552581842111043843974503342,-17.65048443892955355764441183573091612778041503900089698294227662440040728824188559848553038443974669
100000,0.000007038972239350644449573713323651063816154825816119247677293102667661204052971866903577724556509601278,0.01566261967074161842324900415748770147802522789365606975162451466514768060022846463104675900941631191,0.00721694541249324291173064165114289881133781651549893697445217534485609514572905297885051332154387945,0.03049269870217097330592020253285014237900433463238404951312694589996406522434154720911754425610880206,0.0449341802319766455441530701696791572574772224384979045409967469191207290124897966660051136440305648,12.90321740027586483371434921938536577510425681022138144784346692813369101373023519772536143573936716,7.217466293095780733791971874026489786379781308255196433791511525787160444565972610219333908161622101,-22.42169149478709999833681555277776941938751754644314625653981436949364796292930244357505556722604649
1000000,0.0000001191009828205032472934614926450999207606070081232326166611682625278133899335380198907921387426400824,0.002126472576163317511805101491332261474395797786108753833908029553701943745507336037507184563974776055,0.0007250535807527648372388567110952955623133550270611328845501841583179616012946161509103442058147293295,0.004186666766905163175030162404316053576679982398815187143128008797069485713397645235731469710405608221,0.005600751756961224967896851545530363025033177920026005868062849141782480690230634614584164288948988008,14.14053586782505534066120671809601434616223168624743661371844053383205201704139767836667332197674854,7.250588378178309998043795278836354000621235317638721000658129528344937954888268799445186161863490235,-25.44625751770544854518306721224928553698051543368709084257444547798544725646432183792321562127993102
10000000,0.000000001803094081878907988307827192456452556572574628761055140754936644175147479936250327058640103146283638,0.000268755260858262531455699688451760331987942894712077672856105820679108351543758572577827373168855619,0.00007273191271456282849191777049369616769022941742073384810103142361048111688540473864498784237894534183,0.0005320234354576578625506652499165275726088734978088214888771542917110699106829365853803637389466996374,0.0006709037918776320310730375327396895604252505432403024976222747661627811883402169117429479752550062807,14.98251191589580385068843022514155079033668177532110235597941149644791853417927495237392272786077086,7.273196561391257438866184033248053931671293095360720095845153750683148477169427091697305234864749447,-27.53083650878925751051251986474341229049952962575458258437718553844425654629532917794595757241955309
100000000,0.00000000002540004857130282478005984043626800470650728232431421798671360355750964831115929814750843426345474641,0.00003249138910518857941757016548246940280136686227012214138714532725484404769892464420245041565205981499,0.000007289485921681450942063548409996173966771383424512668341841889104194350304802866043885932582244398963,0.00006451508463458970033241732005799266874971036658730789915411567377955775299462025119815908337664876887,0.00007817468264050937446047864746018124630910167353209676992287068616260484574802323697449932412754341596,15.59248987087508649254921873855559671080629535306342011224125749294378356897299454801605043540441959,7.289486453047539699840504372642599396128341448121631562299239788548411255378915599081827096987304791,-29.05398326203356933602604053012449367642780730496854250133164652628166730164457563318658762948252142
