time,fast_time,norm_witness
0.0,0.00,1.0
1.0000000000000001e-11,1.00000000000000010000E-8,1.0000000032201641
1.171520789831559e-11,1.1715207898315590000E-8,1.0000000037724894
1.3724609610075597e-11,1.37246096100755970000E-8,1.0000000044195494
1.6078665490525634e-11,1.60786654905256340000E-8,1.0000000051775941
1.883649089489802e-11,1.8836490894898020000E-8,1.000000006065659
2.2067340690845897e-11,2.20673406908458970000E-8,1.0000000071060458
2.5852348395621887e-11,2.58523483956218870000E-8,1.0000000083248803
3.0286563611439585e-11,3.02865636114395850000E-8,1.0000000097527704
3.548133892335761e-11,3.5481338923357610000E-8,1.0000000114255734
4.156712619977313e-11,4.1567126199773130000E-8,1.0000000133852966
4.869675251658631e-11,4.8696752516586310000E-8,1.0000000156811533
5.704925797046315e-11,5.7049257970463150000E-8,1.0000000183707973
6.683439175686135e-11,6.6834391756861350000E-8,1.0000000215217715
7.829787941891036e-11,7.8297879418910360000E-8,1.0000000252132022
9.172759353897803e-11,9.1727593538978030000E-8,1.0000000295377904
1.0746078283213175e-10,1.07460782832131750000E-7,1.0000000346041358
1.2589254117941662e-10,1.25892541179416620000E-7,1.000000040539465
1.474857292764122e-10,1.4748572927641220000E-7,1.0000000474928257
1.7278259805078663e-10,1.72782598050786630000E-7,1.0000000556388333
2.0241840573760632e-10,2.02418405737606320000E-7,1.00000006518205
2.371373705661655e-10,2.3713737056616550000E-7,1.0000000763621268
2.7781135966425334e-10,2.77811359664253340000E-7,1.0000000894598202
3.254617834980453e-10,3.2546178349804530000E-7,1.00000010480404
3.812852456636195e-10,3.8128524566361950000E-7,1.0000001227801127
4.4668359215096347e-10,4.46683592150963470000E-7,1.0000001438394561
5.232991146814947e-10,5.2329911468149470000E-7,1.0000001685109154
6.130557921498202e-10,6.1305579214982020000E-7,1.0000001974140433
7.182076058301694e-10,7.1820760583016940000E-7,1.00000023127466
8.413951416451964e-10,8.4139514164519640000E-7,1.000000270943078
9.85711900900617e-10,9.857119009006170000E-7,1.0000003174154561
1.1547819846894583e-09,0.00000115478198468945830000,1.0000003718588162
1.3528511027866493e-09,0.00000135285110278664930000,1.0000004356403474
1.584893192461111e-09,0.0000015848931924611110000,1.000000510361743
1.8567353246307092e-09,0.00000185673532463070920000,1.0000005978994182
2.1752040340195246e-09,0.00000217520403401952460000,1.000000700451635
2.5482967479793464e-09,0.00000254829674797934640000,1.0000008205937019
2.985382618917957e-09,0.0000029853826189179570000,1.0000009613426495
3.497437803664173e-09,0.0000034974378036641730000,1.000001126232993
4.097321098135422e-09,0.0000040973210981354220000,1.0000013194054926
4.80009684908112e-09,0.000004800096849081120000,1.00000154571114
5.623413251903491e-09,0.0000056234132519034910000,1.000001810832976
6.587945534419233e-09,0.0000065879455344192330000,1.0000021214288073
7.717915155850111e-09,0.0000077179151558501110000,1.000002485298404
9.041698059234518e-09,0.0000090416980592345180000,1.00000291157937
1.0592537251772898e-08,0.0000105925372517728980000,1.0000034109766152
1.2409377607517196e-08,0.0000124093776075171960000,1.0000039960311868
1.4537843856076606e-08,0.0000145378438560766060000,1.0000046814352166
1.7031386316718777e-08,0.0000170313863167187770000,1.0000054844008843
1.995262314968883e-08,0.000019952623149688830000,1.0000064250926775
2.3374912831534902e-08,0.0000233749128315349020000,1.0000075271337958
2.7384196342643613e-08,0.0000273841963426436130000,1.0000088181994218
3.208115532823633e-08,0.000032081155328236330000,1.0000103307117634
3.7583740428844434e-08,0.0000375837404288444340000,1.0000121026543263
4.403013327202421e-08,0.000044030133272024210000,1.00001417852587
5.158221650723061e-08,0.000051582216507230610000,1.0000166104580213
6.042963902381328e-08,0.000060429639023813280000,1.0000194595246177
7.079457843841387e-08,0.000070794578438413870000,1.0000227972756892
8.293732044796288e-08,0.000082937320447962880000,1.0000267075346274
9.716279515771078e-08,0.000097162795157710780000,1.0000312885037108
1.138282345254033e-07,0.00011382823452540330000,1.0000366552309126
1.333521432163324e-07,0.00013335214321633240000,1.0000429425000223
1.562248081465292e-07,0.00015622480814652920000,1.0000503082167531
1.830206106311057e-07,0.00018302061063110570000,1.0000589373760056
2.144124503220076e-07,0.00021441245032200760000,1.0000690467101188
2.5118864315095823e-07,0.000251188643150958230000,1.0000808901350955
2.9427271762092815e-07,0.000294272717620928150000,1.0000947651319307
3.447466065731498e-07,0.00034474660657314980000,1.0001110202237908
4.0387781682432617e-07,0.000403877816824326170000,1.0001300637375097
4.7315125896148127e-07,0.000473151258961481270000,1.0001523740703435
5.543065366083509e-07,0.00055430653660835090000,1.0001785117211053
6.493816315762114e-07,0.00064938163157621140000,1.0002091333895715
7.60764081926271e-07,0.0007607640819262710000,1.0002450085006431
8.912509381337459e-07,0.00089125093813374590000,1.0002870385715459
1.044119002980566e-06,0.0010441190029805660000,1.0003362799129552
1.2232071190499325e-06,0.00122320711904993250000,1.0003939702403535
1.4330125702369627e-06,0.00143301257023696270000,1.000461559872399
1.6788040181225624e-06,0.00167880401812256240000,1.0005407483114237
1.966753809283339e-06,0.0019667538092833390000,1.0006335271406144
2.304092976055849e-06,0.0023040929760558490000,1.0007422303368843
2.699292823154296e-06,0.0026992928231542960000,1.0008695932926548
3.162277660168379e-06,0.0031622776601683790000,1.0010188220692604
3.7046740221071614e-06,0.00370467402210716140000,1.0011936746763679
4.34010263644744e-06,0.004340102636447440000,1.0013985564937367
5.0845204686009465e-06,0.00508452046860094650000,1.0016386323337898
5.956621435290109e-06,0.0059566214352901090000,1.0019199580977614
6.978305848598678e-06,0.0069783058485986780000,1.0022496355191821
8.17523037943651e-06,0.008175230379436510000,1.0026359941337897
9.577452351172416e-06,0.0095774523511724160000,1.0030888053859892
1.1220184543019652e-05,0.0112201845430196520000,1.0036195347045427
1.3144679457894233e-05,0.0131446794578942330000,1.00424163848531
1.5399265260594952e-05,0.0153992652605949520000,1.0049709142434582
1.8040559400917885e-05,0.0180405594009178850000,1.0058259137847534
2.1134890398366476e-05,0.0211348903983664760000,1.0068284311443687
2.4759963492497775e-05,0.0247599634924977750000,1.0080040793052187
2.900681198693156e-05,0.029006811986931560000,1.0093829723889072
3.3982083289425664e-05,0.0339820832894256640000,1.0110005331534713
3.9810717055349776e-05,0.0398107170553497760000,1.0128984492471513
4.663908268844408e-05,0.046639082688444080000,1.0151258057069021
5.463865498818551e-05,0.054638654988185510000,1.0177404254801383
6.401032024709313e-05,0.064010320247093130000,1.0208104538819822
7.498942093324573e-05,0.074989420933245730000,1.024416226056247
8.785166564072728e-05,0.087851665640727280000,1.0286524571407736
0.00010292005271944286,0.102920052719442860000,1.0336307901684212
0.00012057298145138763,0.120572981451387630000,1.0394827219343867
0.00014125375446227554,0.141253754462275540000,1.0463628939680367
0.00016548170999431847,0.165481709994318470000,1.054452670965213
0.00019386526359522097,0.193865263595220970000,1.0639638112985248
0.00022711718672797663,0.227117186727976630000,1.0751418312670353
0.0002660725059798814,0.26607250597988140000,1.0882683308551906
0.00031170947235801286,0.311709472358012860000,1.103661026340612
0.00036517412725483846,0.365174127254838460000,1.1216694680178594
0.00042780908198763854,0.427809081987638540000,1.1426633951996872
0.0005011872336272735,0.50118723362727350000,1.1670095126021187
0.0005871512637925175,0.58715126379251750000,1.1950315694813145
